,Security,Bullish Occurences,Bullish Percentages,Bearish Occurences,Bearish Percentages,Total,Naive Sentiment Prediction
415,$325+,1.0,1.0,0.0,0.0,1.0,Unpredictable
416,$EMAN,1.0,1.0,0.0,0.0,1.0,Unpredictable
418,$TBLT,1.0,1.0,0.0,0.0,1.0,Unpredictable
419,$WTER,1.0,1.0,0.0,0.0,1.0,Unpredictable
396,$14k,1.0,1.0,0.0,0.0,1.0,Unpredictable
394,$AAPL**,1.0,1.0,0.0,0.0,1.0,Unpredictable
426,$CIDM,1.0,1.0,0.0,0.0,1.0,Unpredictable
392,$10-15,1.0,1.0,0.0,0.0,1.0,Unpredictable
428,$𝟏𝟒𝟎𝟎𝟎,1.0,1.0,0.0,0.0,1.0,Unpredictable
429,$𝟏.𝟏𝐌,1.0,1.0,0.0,0.0,1.0,Unpredictable
430,$26,1.0,1.0,0.0,0.0,1.0,Unpredictable
431,$BCS,1.0,1.0,0.0,0.0,1.0,Unpredictable
387,$10.30,1.0,1.0,0.0,0.0,1.0,Unpredictable
434,$OSIS,1.0,1.0,0.0,0.0,1.0,Unpredictable
435,$19.99.,1.0,1.0,0.0,0.0,1.0,Unpredictable
436,$CME,1.0,1.0,0.0,0.0,1.0,Unpredictable
437,$MNST,1.0,1.0,0.0,0.0,1.0,Unpredictable
438,$LABU,1.0,1.0,0.0,0.0,1.0,Unpredictable
440,$LABD,1.0,1.0,0.0,0.0,1.0,Unpredictable
441,$BOX,1.0,1.0,0.0,0.0,1.0,Unpredictable
442,$OKTA,1.0,1.0,0.0,0.0,1.0,Unpredictable
443,$49,1.0,1.0,0.0,0.0,1.0,Unpredictable
385,$380.....carry,1.0,1.0,0.0,0.0,1.0,Unpredictable
384,$40-45,1.0,1.0,0.0,0.0,1.0,Unpredictable
446,$3.1,1.0,1.0,0.0,0.0,1.0,Unpredictable
490,$NE,1.0,1.0,0.0,0.0,1.0,Unpredictable
491,$USDX,1.0,1.0,0.0,0.0,1.0,Unpredictable
492,$5T,1.0,1.0,0.0,0.0,1.0,Unpredictable
541,$60!!!+$17.75,1.0,1.0,0.0,0.0,1.0,Unpredictable
543,$1.47,1.0,1.0,0.0,0.0,1.0,Unpredictable
544,$3.69+151%,1.0,1.0,0.0,0.0,1.0,Unpredictable
546,$317.88+$5.11.,1.0,1.0,0.0,0.0,1.0,Unpredictable
547,$SPY$312.85,1.0,1.0,0.0,0.0,1.0,Unpredictable
548,"""$315s""",1.0,1.0,0.0,0.0,1.0,Unpredictable
549,$1.47-$3.69,1.0,1.0,0.0,0.0,1.0,Unpredictable
550,$NGL,1.0,1.0,0.0,0.0,1.0,Unpredictable
551,$KLAC,1.0,1.0,0.0,0.0,1.0,Unpredictable
338,$STNG,1.0,1.0,0.0,0.0,1.0,Unpredictable
553,$BBX,1.0,1.0,0.0,0.0,1.0,Unpredictable
556,$26.88,1.0,1.0,0.0,0.0,1.0,Unpredictable
333,$BRQS,1.0,1.0,0.0,0.0,1.0,Unpredictable
558,$ASA,1.0,1.0,0.0,0.0,1.0,Unpredictable
559,$CVS,1.0,1.0,0.0,0.0,1.0,Unpredictable
560,$63k,1.0,1.0,0.0,0.0,1.0,Unpredictable
561,$WW,1.0,1.0,0.0,0.0,1.0,Unpredictable
562,$175M,1.0,1.0,0.0,0.0,1.0,Unpredictable
563,$22.17),1.0,1.0,0.0,0.0,1.0,Unpredictable
564,$47.86,1.0,1.0,0.0,0.0,1.0,Unpredictable
565,$85.20),1.0,1.0,0.0,0.0,1.0,Unpredictable
566,$332.99.,1.0,1.0,0.0,0.0,1.0,Unpredictable
567,$SPY...Algos,1.0,1.0,0.0,0.0,1.0,Unpredictable
568,$332.86,1.0,1.0,0.0,0.0,1.0,Unpredictable
569,$KGKG,1.0,1.0,0.0,0.0,1.0,Unpredictable
332,$TALA,1.0,1.0,0.0,0.0,1.0,Unpredictable
330,$310.5-$311,1.0,1.0,0.0,0.0,1.0,Unpredictable
573,$AVGO,1.0,1.0,0.0,0.0,1.0,Unpredictable
542,$SPYJULY,1.0,1.0,0.0,0.0,1.0,Unpredictable
540,$42.10-($40.10,1.0,1.0,0.0,0.0,1.0,Unpredictable
494,$NEE,1.0,1.0,0.0,0.0,1.0,Unpredictable
539,$DS,1.0,1.0,0.0,0.0,1.0,Unpredictable
496,$DXC,1.0,1.0,0.0,0.0,1.0,Unpredictable
360,$JETS.,1.0,1.0,0.0,0.0,1.0,Unpredictable
499,$1.2𝙈,1.0,1.0,0.0,0.0,1.0,Unpredictable
358,$315.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
501,$DFNS,1.0,1.0,0.0,0.0,1.0,Unpredictable
503,$$MAKE,1.0,1.0,0.0,0.0,1.0,Unpredictable
353,$4.25,1.0,1.0,0.0,0.0,1.0,Unpredictable
508,$MYT,1.0,1.0,0.0,0.0,1.0,Unpredictable
348,$SXTC,1.0,1.0,0.0,0.0,1.0,Unpredictable
512,$XT,1.0,1.0,0.0,0.0,1.0,Unpredictable
513,$CHAD><><tech,1.0,1.0,0.0,0.0,1.0,Unpredictable
515,$MFA,1.0,1.0,0.0,0.0,1.0,Unpredictable
517,$SPYX,1.0,1.0,0.0,0.0,1.0,Unpredictable
346,$310-$311,1.0,1.0,0.0,0.0,1.0,Unpredictable
519,$AIKI,1.0,1.0,0.0,0.0,1.0,Unpredictable
521,$215-$220,1.0,1.0,0.0,0.0,1.0,Unpredictable
342,$PSX,1.0,1.0,0.0,0.0,1.0,Unpredictable
525,$311.51,1.0,1.0,0.0,0.0,1.0,Unpredictable
526,$310.56,1.0,1.0,0.0,0.0,1.0,Unpredictable
527,$292.92.,1.0,1.0,0.0,0.0,1.0,Unpredictable
528,$310.68,1.0,1.0,0.0,0.0,1.0,Unpredictable
529,$5.12,1.0,1.0,0.0,0.0,1.0,Unpredictable
532,$430M,1.0,1.0,0.0,0.0,1.0,Unpredictable
534,$79.70-$111..,1.0,1.0,0.0,0.0,1.0,Unpredictable
535,$109.63-$92.00,1.0,1.0,0.0,0.0,1.0,Unpredictable
537,$90+85.69%,1.0,1.0,0.0,0.0,1.0,Unpredictable
340,$425,1.0,1.0,0.0,0.0,1.0,Unpredictable
738,$COUP,1.0,1.0,0.0,0.0,1.0,Unpredictable
739,$916M,1.0,1.0,0.0,0.0,1.0,Unpredictable
246,$2M,1.0,1.0,0.0,0.0,1.0,Unpredictable
965,$FXI,1.0,1.0,0.0,0.0,1.0,Unpredictable
946,$168,1.0,1.0,0.0,0.0,1.0,Unpredictable
948,$80+,1.0,1.0,0.0,0.0,1.0,Unpredictable
949,$CAR,1.0,1.0,0.0,0.0,1.0,Unpredictable
950,$AMAT,1.0,1.0,0.0,0.0,1.0,Unpredictable
951,$SCI,1.0,1.0,0.0,0.0,1.0,Unpredictable
952,$327,1.0,1.0,0.0,0.0,1.0,Unpredictable
956,$SSEC,1.0,1.0,0.0,0.0,1.0,Unpredictable
957,$65.,1.0,1.0,0.0,0.0,1.0,Unpredictable
960,$3400,1.0,1.0,0.0,0.0,1.0,Unpredictable
961,$335!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
962,$IWR,1.0,1.0,0.0,0.0,1.0,Unpredictable
963,$AAPLImagine,1.0,1.0,0.0,0.0,1.0,Unpredictable
964,$TCEHY,1.0,1.0,0.0,0.0,1.0,Unpredictable
966,$SZSE,1.0,1.0,0.0,0.0,1.0,Unpredictable
743,$CDEV,1.0,1.0,0.0,0.0,1.0,Unpredictable
967,$210,1.0,1.0,0.0,0.0,1.0,Unpredictable
968,$36.88,1.0,1.0,0.0,0.0,1.0,Unpredictable
969,$35.83,1.0,1.0,0.0,0.0,1.0,Unpredictable
972,$AMZN-,1.0,1.0,0.0,0.0,1.0,Unpredictable
973,$137,1.0,1.0,0.0,0.0,1.0,Unpredictable
194,$801-$499.95=+$302,1.0,1.0,0.0,0.0,1.0,Unpredictable
193,$499.95,1.0,1.0,0.0,0.0,1.0,Unpredictable
192,$4.71,1.0,1.0,0.0,0.0,1.0,Unpredictable
191,$3.51,1.0,1.0,0.0,0.0,1.0,Unpredictable
190,$4.04+here,1.0,1.0,0.0,0.0,1.0,Unpredictable
188,$148!!!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
982,$PLUG$AMZN,1.0,1.0,0.0,0.0,1.0,Unpredictable
984,$15.80,1.0,1.0,0.0,0.0,1.0,Unpredictable
945,$HUYA.,1.0,1.0,0.0,0.0,1.0,Unpredictable
196,$SVXY,1.0,1.0,0.0,0.0,1.0,Unpredictable
943,$RYCE,1.0,1.0,0.0,0.0,1.0,Unpredictable
942,$WHAT,1.0,1.0,0.0,0.0,1.0,Unpredictable
908,$330++☝️🤑🤑🤑🤑🤑🤑,1.0,1.0,0.0,0.0,1.0,Unpredictable
198,$5+close,1.0,1.0,0.0,0.0,1.0,Unpredictable
910,$GLD.,1.0,1.0,0.0,0.0,1.0,Unpredictable
911,$320!!!!!🚀🚀🚀,1.0,1.0,0.0,0.0,1.0,Unpredictable
912,$38.53,1.0,1.0,0.0,0.0,1.0,Unpredictable
913,$125K,1.0,1.0,0.0,0.0,1.0,Unpredictable
914,$15B,1.0,1.0,0.0,0.0,1.0,Unpredictable
915,$935M,1.0,1.0,0.0,0.0,1.0,Unpredictable
916,$420s,1.0,1.0,0.0,0.0,1.0,Unpredictable
918,$DDOG,1.0,1.0,0.0,0.0,1.0,Unpredictable
919,$155,1.0,1.0,0.0,0.0,1.0,Unpredictable
920,$AZN?),1.0,1.0,0.0,0.0,1.0,Unpredictable
922,$CNBC,1.0,1.0,0.0,0.0,1.0,Unpredictable
924,$CDXC,1.0,1.0,0.0,0.0,1.0,Unpredictable
925,$BSV.X,1.0,1.0,0.0,0.0,1.0,Unpredictable
926,$UNP,1.0,1.0,0.0,0.0,1.0,Unpredictable
928,$QDEL,1.0,1.0,0.0,0.0,1.0,Unpredictable
929,$315-$317..,1.0,1.0,0.0,0.0,1.0,Unpredictable
930,$400?,1.0,1.0,0.0,0.0,1.0,Unpredictable
931,$199.3,1.0,1.0,0.0,0.0,1.0,Unpredictable
932,$600000,1.0,1.0,0.0,0.0,1.0,Unpredictable
933,$650000,1.0,1.0,0.0,0.0,1.0,Unpredictable
935,$US30USD,1.0,1.0,0.0,0.0,1.0,Unpredictable
936,$420.00,1.0,1.0,0.0,0.0,1.0,Unpredictable
937,$XLNX,1.0,1.0,0.0,0.0,1.0,Unpredictable
939,$IHI,1.0,1.0,0.0,0.0,1.0,Unpredictable
940,$SIL,1.0,1.0,0.0,0.0,1.0,Unpredictable
985,$16.80,1.0,1.0,0.0,0.0,1.0,Unpredictable
988,$8.70,1.0,1.0,0.0,0.0,1.0,Unpredictable
989,$9.30,1.0,1.0,0.0,0.0,1.0,Unpredictable
1036,$177.37,1.0,1.0,0.0,0.0,1.0,Unpredictable
1038,$174.42,1.0,1.0,0.0,0.0,1.0,Unpredictable
163,$QQQ...,1.0,1.0,0.0,0.0,1.0,Unpredictable
161,$$$!,1.0,1.0,0.0,0.0,1.0,Unpredictable
158,$CLDX,1.0,1.0,0.0,0.0,1.0,Unpredictable
156,$316+,1.0,1.0,0.0,0.0,1.0,Unpredictable
155,$BGI,1.0,1.0,0.0,0.0,1.0,Unpredictable
1047,$6.46,1.0,1.0,0.0,0.0,1.0,Unpredictable
151,$1.56,1.0,1.0,0.0,0.0,1.0,Unpredictable
1049,$ALNY,1.0,1.0,0.0,0.0,1.0,Unpredictable
1050,$AXN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1051,$19.5,1.0,1.0,0.0,0.0,1.0,Unpredictable
1052,$12!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
1054,$FUTU,1.0,1.0,0.0,0.0,1.0,Unpredictable
1055,$747000.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1056,$BTK,1.0,1.0,0.0,0.0,1.0,Unpredictable
1058,$SPXL.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1059,$HOTH,1.0,1.0,0.0,0.0,1.0,Unpredictable
1060,$328-$330,1.0,1.0,0.0,0.0,1.0,Unpredictable
1061,$333.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1062,$TOLZ,1.0,1.0,0.0,0.0,1.0,Unpredictable
1063,$40.45.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1065,$BLUE,1.0,1.0,0.0,0.0,1.0,Unpredictable
1066,$PULM,1.0,1.0,0.0,0.0,1.0,Unpredictable
1067,$SPY),1.0,1.0,0.0,0.0,1.0,Unpredictable
150,$AIHS,1.0,1.0,0.0,0.0,1.0,Unpredictable
1069,$VRTX,1.0,1.0,0.0,0.0,1.0,Unpredictable
1071,$ENZ,1.0,1.0,0.0,0.0,1.0,Unpredictable
1037,$2.95,1.0,1.0,0.0,0.0,1.0,Unpredictable
164,$9+,1.0,1.0,0.0,0.0,1.0,Unpredictable
990,$10.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
173,$148!!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
991,$7.21,1.0,1.0,0.0,0.0,1.0,Unpredictable
408,$318.,1.0,1.0,0.0,0.0,1.0,Unpredictable
997,$9,1.0,1.0,0.0,0.0,1.0,Unpredictable
186,$SPHD,1.0,1.0,0.0,0.0,1.0,Unpredictable
1001,$GSK,1.0,1.0,0.0,0.0,1.0,Unpredictable
1002,$HDSN,1.0,1.0,0.0,0.0,1.0,Unpredictable
1004,$QTT,1.0,1.0,0.0,0.0,1.0,Unpredictable
1005,$TWC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1007,$BJ,1.0,1.0,0.0,0.0,1.0,Unpredictable
1008,$KBH,1.0,1.0,0.0,0.0,1.0,Unpredictable
185,$148,1.0,1.0,0.0,0.0,1.0,Unpredictable
1012,$3.5T,1.0,1.0,0.0,0.0,1.0,Unpredictable
1013,$KLR,1.0,1.0,0.0,0.0,1.0,Unpredictable
1014,$7-$10,1.0,1.0,0.0,0.0,1.0,Unpredictable
1015,$609K,1.0,1.0,0.0,0.0,1.0,Unpredictable
181,$PTE,1.0,1.0,0.0,0.0,1.0,Unpredictable
1017,$9.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
1018,$11+.,1.0,1.0,0.0,0.0,1.0,Unpredictable
1020,$6M,1.0,1.0,0.0,0.0,1.0,Unpredictable
1022,$RUTH,1.0,1.0,0.0,0.0,1.0,Unpredictable
1023,$59,1.0,1.0,0.0,0.0,1.0,Unpredictable
1024,$62.5,1.0,1.0,0.0,0.0,1.0,Unpredictable
1029,$CPC,1.0,1.0,0.0,0.0,1.0,Unpredictable
1030,$NYSE,1.0,1.0,0.0,0.0,1.0,Unpredictable
1031,$1650,1.0,1.0,0.0,0.0,1.0,Unpredictable
176,$KC,1.0,1.0,0.0,0.0,1.0,Unpredictable
175,$FOUR,1.0,1.0,0.0,0.0,1.0,Unpredictable
907,$RMBL,1.0,1.0,0.0,0.0,1.0,Unpredictable
906,$100?,1.0,1.0,0.0,0.0,1.0,Unpredictable
905,$30?,1.0,1.0,0.0,0.0,1.0,Unpredictable
781,$NCNO,1.0,1.0,0.0,0.0,1.0,Unpredictable
229,$BUL,1.0,1.0,0.0,0.0,1.0,Unpredictable
228,$TSLA!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
788,$444,1.0,1.0,0.0,0.0,1.0,Unpredictable
226,$HK,1.0,1.0,0.0,0.0,1.0,Unpredictable
791,$TEVA,1.0,1.0,0.0,0.0,1.0,Unpredictable
793,$42K,1.0,1.0,0.0,0.0,1.0,Unpredictable
794,$449K,1.0,1.0,0.0,0.0,1.0,Unpredictable
223,$6+$SPY,1.0,1.0,0.0,0.0,1.0,Unpredictable
222,$1.8M,1.0,1.0,0.0,0.0,1.0,Unpredictable
797,$85,1.0,1.0,0.0,0.0,1.0,Unpredictable
798,$MRO,1.0,1.0,0.0,0.0,1.0,Unpredictable
220,$BIOC,1.0,1.0,0.0,0.0,1.0,Unpredictable
800,$76,1.0,1.0,0.0,0.0,1.0,Unpredictable
801,$920000000,1.0,1.0,0.0,0.0,1.0,Unpredictable
802,$1400000000,1.0,1.0,0.0,0.0,1.0,Unpredictable
804,$$$?,1.0,1.0,0.0,0.0,1.0,Unpredictable
810,$BCRX,1.0,1.0,0.0,0.0,1.0,Unpredictable
811,$BKYI,1.0,1.0,0.0,0.0,1.0,Unpredictable
812,$520,1.0,1.0,0.0,0.0,1.0,Unpredictable
813,$300.00.,1.0,1.0,0.0,0.0,1.0,Unpredictable
814,$DJIA),1.0,1.0,0.0,0.0,1.0,Unpredictable
815,$1.59,1.0,1.0,0.0,0.0,1.0,Unpredictable
816,$460.,1.0,1.0,0.0,0.0,1.0,Unpredictable
818,$FMCI/$LCA,1.0,1.0,0.0,0.0,1.0,Unpredictable
819,$GERM,1.0,1.0,0.0,0.0,1.0,Unpredictable
820,$135K,1.0,1.0,0.0,0.0,1.0,Unpredictable
822,$626K,1.0,1.0,0.0,0.0,1.0,Unpredictable
230,$435,1.0,1.0,0.0,0.0,1.0,Unpredictable
236,$NERV,1.0,1.0,0.0,0.0,1.0,Unpredictable
825,$59.84.,1.0,1.0,0.0,0.0,1.0,Unpredictable
779,$DGLY!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
744,$CACI,1.0,1.0,0.0,0.0,1.0,Unpredictable
244,$CHGG,1.0,1.0,0.0,0.0,1.0,Unpredictable
746,$GTX,1.0,1.0,0.0,0.0,1.0,Unpredictable
747,$327.,1.0,1.0,0.0,0.0,1.0,Unpredictable
749,$840K,1.0,1.0,0.0,0.0,1.0,Unpredictable
750,$BOXL...,1.0,1.0,0.0,0.0,1.0,Unpredictable
751,$7.,1.0,1.0,0.0,0.0,1.0,Unpredictable
752,$94K,1.0,1.0,0.0,0.0,1.0,Unpredictable
753,$22.50,1.0,1.0,0.0,0.0,1.0,Unpredictable
754,$3.00!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
758,$BE,1.0,1.0,0.0,0.0,1.0,Unpredictable
240,$GSX,1.0,1.0,0.0,0.0,1.0,Unpredictable
760,$AMZG,1.0,1.0,0.0,0.0,1.0,Unpredictable
761,$32k,1.0,1.0,0.0,0.0,1.0,Unpredictable
238,$4k.,1.0,1.0,0.0,0.0,1.0,Unpredictable
763,$GPX,1.0,1.0,0.0,0.0,1.0,Unpredictable
765,$XIV,1.0,1.0,0.0,0.0,1.0,Unpredictable
767,$40000,1.0,1.0,0.0,0.0,1.0,Unpredictable
768,$2.2M,1.0,1.0,0.0,0.0,1.0,Unpredictable
769,$NOBL,1.0,1.0,0.0,0.0,1.0,Unpredictable
770,$319.75.,1.0,1.0,0.0,0.0,1.0,Unpredictable
771,$319.10.,1.0,1.0,0.0,0.0,1.0,Unpredictable
773,$DJX,1.0,1.0,0.0,0.0,1.0,Unpredictable
774,$CW,1.0,1.0,0.0,0.0,1.0,Unpredictable
775,$87,1.0,1.0,0.0,0.0,1.0,Unpredictable
776,$AER,1.0,1.0,0.0,0.0,1.0,Unpredictable
777,$29.50.,1.0,1.0,0.0,0.0,1.0,Unpredictable
823,$SKYPE,1.0,1.0,0.0,0.0,1.0,Unpredictable
826,$59.84,1.0,1.0,0.0,0.0,1.0,Unpredictable
904,$20?,1.0,1.0,0.0,0.0,1.0,Unpredictable
867,$NTNX,1.0,1.0,0.0,0.0,1.0,Unpredictable
869,$DIA-,1.0,1.0,0.0,0.0,1.0,Unpredictable
870,$$$.,1.0,1.0,0.0,0.0,1.0,Unpredictable
871,$ATOS,1.0,1.0,0.0,0.0,1.0,Unpredictable
872,"""$10s""",1.0,1.0,0.0,0.0,1.0,Unpredictable
874,$530,1.0,1.0,0.0,0.0,1.0,Unpredictable
875,$FNKO,1.0,1.0,0.0,0.0,1.0,Unpredictable
876,$5.88+,1.0,1.0,0.0,0.0,1.0,Unpredictable
878,$180K,1.0,1.0,0.0,0.0,1.0,Unpredictable
204,$69,1.0,1.0,0.0,0.0,1.0,Unpredictable
881,$420K,1.0,1.0,0.0,0.0,1.0,Unpredictable
882,$374K,1.0,1.0,0.0,0.0,1.0,Unpredictable
884,$HOMZ,1.0,1.0,0.0,0.0,1.0,Unpredictable
885,$200M,1.0,1.0,0.0,0.0,1.0,Unpredictable
886,$4,1.0,1.0,0.0,0.0,1.0,Unpredictable
201,$38-39,1.0,1.0,0.0,0.0,1.0,Unpredictable
200,$60-65,1.0,1.0,0.0,0.0,1.0,Unpredictable
892,$155K,1.0,1.0,0.0,0.0,1.0,Unpredictable
893,$AHT,1.0,1.0,0.0,0.0,1.0,Unpredictable
894,$XAUUSD,1.0,1.0,0.0,0.0,1.0,Unpredictable
895,$330+++,1.0,1.0,0.0,0.0,1.0,Unpredictable
897,$PPG.,1.0,1.0,0.0,0.0,1.0,Unpredictable
898,$0.22.,1.0,1.0,0.0,0.0,1.0,Unpredictable
899,$ATNM,1.0,1.0,0.0,0.0,1.0,Unpredictable
900,$CHEK,1.0,1.0,0.0,0.0,1.0,Unpredictable
901,$ADMA,1.0,1.0,0.0,0.0,1.0,Unpredictable
902,$ONTX,1.0,1.0,0.0,0.0,1.0,Unpredictable
199,$5-6B,1.0,1.0,0.0,0.0,1.0,Unpredictable
868,$322?,1.0,1.0,0.0,0.0,1.0,Unpredictable
866,$75!,1.0,1.0,0.0,0.0,1.0,Unpredictable
827,$64.2,1.0,1.0,0.0,0.0,1.0,Unpredictable
865,$PPL,1.0,1.0,0.0,0.0,1.0,Unpredictable
828,$69.74,1.0,1.0,0.0,0.0,1.0,Unpredictable
829,$4.16,1.0,1.0,0.0,0.0,1.0,Unpredictable
830,$JILL,1.0,1.0,0.0,0.0,1.0,Unpredictable
831,$139.94,1.0,1.0,0.0,0.0,1.0,Unpredictable
832,$146.,1.0,1.0,0.0,0.0,1.0,Unpredictable
834,$150.74.,1.0,1.0,0.0,0.0,1.0,Unpredictable
835,$150.74,1.0,1.0,0.0,0.0,1.0,Unpredictable
837,$2K+,1.0,1.0,0.0,0.0,1.0,Unpredictable
838,$4+,1.0,1.0,0.0,0.0,1.0,Unpredictable
839,$455.,1.0,1.0,0.0,0.0,1.0,Unpredictable
840,$475.,1.0,1.0,0.0,0.0,1.0,Unpredictable
841,$455,1.0,1.0,0.0,0.0,1.0,Unpredictable
842,$306!,1.0,1.0,0.0,0.0,1.0,Unpredictable
844,$LORL,1.0,1.0,0.0,0.0,1.0,Unpredictable
846,$3000!!!,1.0,1.0,0.0,0.0,1.0,Unpredictable
850,$350?,1.0,1.0,0.0,0.0,1.0,Unpredictable
851,$CBL,1.0,1.0,0.0,0.0,1.0,Unpredictable
852,$DSX,1.0,1.0,0.0,0.0,1.0,Unpredictable
853,$1.42,1.0,1.0,0.0,0.0,1.0,Unpredictable
214,$119.00,1.0,1.0,0.0,0.0,1.0,Unpredictable
855,$VHI,1.0,1.0,0.0,0.0,1.0,Unpredictable
857,$30+,1.0,1.0,0.0,0.0,1.0,Unpredictable
858,$224,1.0,1.0,0.0,0.0,1.0,Unpredictable
859,"$PT""Sometimes",1.0,1.0,0.0,0.0,1.0,Unpredictable
861,$27+,1.0,1.0,0.0,0.0,1.0,Unpredictable
207,$220,1.0,1.0,0.0,0.0,1.0,Unpredictable
864,$37k,1.0,1.0,0.0,0.0,1.0,Unpredictable
1573,$TSLAQ,0.0,0.0,1.0,1.0,1.0,Unpredictable
